"ID","percent_cope","feedback","condition","ROI"
"f18",0.3974,"VS","T","Cerebellum (Crus I/II)"
"f18",0.2448,"VS","T","Cerebellum (VIIIa)"
"f18",0.2818,"VS","T","Cerebellum (Crus I/II)"
"f18",1.4,"VS","T","Cerebellum (VIIIb)"
"f18",0.3658,"VS","T","S1"
"f18",1.048,"VS","T","POJ"
"f18",0.1265,"VS","T","PMd"
"f18",0.7912,"VS","T","Cerebellum (VIIIa)"
"f18",0.8419,"VS","T","S1/M1/PMd"
"f18",0.8117,"VS","T","Cerebellum (Crus I)"
"f18",0.3602,"VS","T","PMd"
"f18",0.8082,"VS","T","IPS/SPC"
"f19",-0.05357,"VS","T","mIPS"
"f19",-0.1992,"VS","T","Cerebellum (Crus I)"
"f19",0.2223,"VS","T","S1"
"f19",0.4123,"VS","T","aIPS"
"f19",0.3672,"VS","T","Cerebellum (I-IV)"
"f19",0.3082,"VS","T","PMv"
"f19",0.06247,"VS","T","Cerebellum (VIIIb)"
"f19",0.3646,"VS","T","Cerebellum (Crus I/II)"
"f19",0.2009,"VS","T","Cerebellum (VIIIa)"
"f19",-0.05649,"VS","T","Cerebellum (Crus I/II)"
"f19",1.746,"VS","T","Cerebellum (VIIIb)"
"f19",0.6181,"VS","T","S1"
"f19",0.1329,"VS","T","POJ"
"f19",0.2276,"VS","T","PMd"
"f19",0.3103,"VS","T","Cerebellum (VIIIa)"
"f19",1.003,"VS","T","S1/M1/PMd"
"f19",1.065,"VS","T","Cerebellum (Crus I)"
"f19",0.06298,"VS","T","PMd"
"f19",0.4256,"VS","T","IPS/SPC"
"f20",0.2673,"VS","T","mIPS"
"f20",0.08741,"VS","T","Cerebellum (Crus I)"
"f20",0.3759,"VS","T","S1"
"f20",0.2491,"VS","T","aIPS"
"f20",0.4661,"VS","T","Cerebellum (I-IV)"
"f20",0.39,"VS","T","PMv"
"f20",0.21,"VS","T","Cerebellum (VIIIb)"
"f20",0.6285,"VS","T","Cerebellum (Crus I/II)"
"f20",0.783,"VS","T","Cerebellum (VIIIa)"
"f20",0.1048,"VS","T","Cerebellum (Crus I/II)"
"f20",1.483,"VS","T","Cerebellum (VIIIb)"
"f20",0.5,"VS","T","S1"
"f20",0.638,"VS","T","POJ"
"f20",0.1783,"VS","T","PMd"
"f20",0.7559,"VS","T","Cerebellum (VIIIa)"
"f20",0.562,"VS","T","S1/M1/PMd"
"f20",1.28,"VS","T","Cerebellum (Crus I)"
"f20",0.392,"VS","T","PMd"
"f20",0.6246,"VS","T","IPS/SPC"
"f21",0.1717,"VS","T","mIPS"
"f21",-0.4307,"VS","T","Cerebellum (Crus I)"
"f21",1.453,"VS","T","S1"
"f21",0.6385,"VS","T","aIPS"
"f21",1.064,"VS","T","Cerebellum (I-IV)"
"f21",0.65,"VS","T","PMv"
"f21",0.5745,"VS","T","Cerebellum (VIIIb)"
"f21",0.2897,"VS","T","Cerebellum (Crus I/II)"
"f21",0.03985,"VS","T","Cerebellum (VIIIa)"
"f21",0.1454,"VS","T","Cerebellum (Crus I/II)"
"f21",2.332,"VS","T","Cerebellum (VIIIb)"
"f21",0.9924,"VS","T","S1"
"f21",0.784,"VS","T","POJ"
"f21",0.2339,"VS","T","PMd"
"f21",1.301,"VS","T","Cerebellum (VIIIa)"
"f21",0.9962,"VS","T","S1/M1/PMd"
"f21",1.547,"VS","T","Cerebellum (Crus I)"
"f21",0.1272,"VS","T","PMd"
"f21",0.6417,"VS","T","IPS/SPC"
"f01",0.2999,"NV","G","mIPS"
"f01",0.441,"NV","G","Cerebellum (Crus I)"
"f01",1.132,"NV","G","S1"
"f01",0.8208,"NV","G","aIPS"
"f01",0.6791,"NV","G","Cerebellum (I-IV)"
"f01",0.9715,"NV","G","PMv"
"f01",0.6824,"NV","G","Cerebellum (VIIIb)"
"f01",0.8293,"NV","G","Cerebellum (Crus I/II)"
"f01",0.5061,"NV","G","Cerebellum (VIIIa)"
"f01",0.7748,"NV","G","Cerebellum (Crus I/II)"
"f01",1.539,"NV","G","Cerebellum (VIIIb)"
"f01",1.182,"NV","G","S1"
"f01",0.6313,"NV","G","POJ"
"f01",0.4527,"NV","G","PMd"
"f01",1.213,"NV","G","Cerebellum (VIIIa)"
"f01",1.642,"NV","G","S1/M1/PMd"
"f01",1.17,"NV","G","Cerebellum (Crus I)"
"f01",0.8523,"NV","G","PMd"
"f01",0.8176,"NV","G","IPS/SPC"
"f02",0.3431,"NV","G","mIPS"
"f02",-0.1417,"NV","G","Cerebellum (Crus I)"
"f02",0.4307,"NV","G","S1"
"f02",0.4977,"NV","G","aIPS"
"f02",0.4881,"NV","G","Cerebellum (I-IV)"
"f02",0.8345,"NV","G","PMv"
"f02",0.4774,"NV","G","Cerebellum (VIIIb)"
"f02",0.4744,"NV","G","Cerebellum (Crus I/II)"
"f02",0.4163,"NV","G","Cerebellum (VIIIa)"
"f02",0.09015,"NV","G","Cerebellum (Crus I/II)"
"f02",1.966,"NV","G","Cerebellum (VIIIb)"
"f02",0.7186,"NV","G","S1"
"f02",0.7976,"NV","G","POJ"
"f02",0.7104,"NV","G","PMd"
"f02",0.7997,"NV","G","Cerebellum (VIIIa)"
"f02",1.245,"NV","G","S1/M1/PMd"
"f02",1.251,"NV","G","Cerebellum (Crus I)"
"f02",0.42,"NV","G","PMd"
"f02",1.059,"NV","G","IPS/SPC"
"f03",0.3295,"NV","G","mIPS"
"f03",0.02992,"NV","G","Cerebellum (Crus I)"
"f03",0.8095,"NV","G","S1"
"f03",0.3916,"NV","G","aIPS"
"f03",0.3836,"NV","G","Cerebellum (I-IV)"
"f03",0.4707,"NV","G","PMv"
"f03",-0.03171,"NV","G","Cerebellum (VIIIb)"
"f03",0.2117,"NV","G","Cerebellum (Crus I/II)"
"f03",0.1545,"NV","G","Cerebellum (VIIIa)"
"f03",0.05452,"NV","G","Cerebellum (Crus I/II)"
"f03",0.6985,"NV","G","Cerebellum (VIIIb)"
"f03",0.4244,"NV","G","S1"
"f03",0.2756,"NV","G","POJ"
"f03",0.09025,"NV","G","PMd"
"f03",0.6822,"NV","G","Cerebellum (VIIIa)"
"f03",0.6026,"NV","G","S1/M1/PMd"
"f03",0.6418,"NV","G","Cerebellum (Crus I)"
"f03",0.2887,"NV","G","PMd"
"f03",0.1648,"NV","G","IPS/SPC"
"f04",0.1736,"NV","G","mIPS"
"f04",0.08972,"NV","G","Cerebellum (Crus I)"
"f04",1.193,"NV","G","S1"
"f04",1.086,"NV","G","aIPS"
"f04",0.4527,"NV","G","Cerebellum (I-IV)"
"f04",0.5991,"NV","G","PMv"
"f04",0.6735,"NV","G","Cerebellum (VIIIb)"
"f04",0.6941,"NV","G","Cerebellum (Crus I/II)"
"f04",0.5336,"NV","G","Cerebellum (VIIIa)"
"f04",0.3595,"NV","G","Cerebellum (Crus I/II)"
"f04",2.14,"NV","G","Cerebellum (VIIIb)"
"f04",0.8766,"NV","G","S1"
"f04",1.229,"NV","G","POJ"
"f04",0.1033,"NV","G","PMd"
"f04",1.004,"NV","G","Cerebellum (VIIIa)"
"f04",0.9355,"NV","G","S1/M1/PMd"
"f04",0.7749,"NV","G","Cerebellum (Crus I)"
"f04",0.2697,"NV","G","PMd"
"f04",0.5975,"NV","G","IPS/SPC"
"f05",0.04794,"NV","G","mIPS"
"f05",-0.04983,"NV","G","Cerebellum (Crus I)"
"f05",-0.02993,"NV","G","S1"
"f05",0.1586,"NV","G","aIPS"
"f05",0.3515,"NV","G","Cerebellum (I-IV)"
"f05",0.5738,"NV","G","PMv"
"f05",0.3575,"NV","G","Cerebellum (VIIIb)"
"f05",0.4888,"NV","G","Cerebellum (Crus I/II)"
"f05",0.1724,"NV","G","Cerebellum (VIIIa)"
"f05",0.1381,"NV","G","Cerebellum (Crus I/II)"
"f05",2.797,"NV","G","Cerebellum (VIIIb)"
"f05",0.1589,"NV","G","S1"
"f05",0.5942,"NV","G","POJ"
"f05",0.493,"NV","G","PMd"
"f05",0.7788,"NV","G","Cerebellum (VIIIa)"
"f05",0.7788,"NV","G","S1/M1/PMd"
"f05",1.04,"NV","G","Cerebellum (Crus I)"
"f05",0.1238,"NV","G","PMd"
"f05",0.3573,"NV","G","IPS/SPC"
"f07",0.1045,"NV","G","mIPS"
"f07",0.03045,"NV","G","Cerebellum (Crus I)"
"f07",0.2499,"NV","G","S1"
"f07",0.3986,"NV","G","aIPS"
"f07",0.3539,"NV","G","Cerebellum (I-IV)"
"f07",0.4329,"NV","G","PMv"
"f07",0.3729,"NV","G","Cerebellum (VIIIb)"
"f07",0.3092,"NV","G","Cerebellum (Crus I/II)"
"f07",0.4545,"NV","G","Cerebellum (VIIIa)"
"f07",0.3568,"NV","G","Cerebellum (Crus I/II)"
"f07",2.321,"NV","G","Cerebellum (VIIIb)"
"f07",0.6222,"NV","G","S1"
"f07",0.4369,"NV","G","POJ"
"f07",0.3572,"NV","G","PMd"
"f07",1.261,"NV","G","Cerebellum (VIIIa)"
"f07",0.8041,"NV","G","S1/M1/PMd"
"f07",0.65,"NV","G","Cerebellum (Crus I)"
"f07",0.1885,"NV","G","PMd"
"f07",0.4129,"NV","G","IPS/SPC"
"f08",0.2973,"NV","G","mIPS"
"f08",-0.1367,"NV","G","Cerebellum (Crus I)"
"f08",0.7497,"NV","G","S1"
"f08",1.066,"NV","G","aIPS"
"f08",0.9389,"NV","G","Cerebellum (I-IV)"
"f08",1.102,"NV","G","PMv"
"f08",1.553,"NV","G","Cerebellum (VIIIb)"
"f08",1.142,"NV","G","Cerebellum (Crus I/II)"
"f08",0.5322,"NV","G","Cerebellum (VIIIa)"
"f08",0.5836,"NV","G","Cerebellum (Crus I/II)"
"f08",2.018,"NV","G","Cerebellum (VIIIb)"
"f08",1.267,"NV","G","S1"
"f08",0.8542,"NV","G","POJ"
"f08",0.2303,"NV","G","PMd"
"f08",0.611,"NV","G","Cerebellum (VIIIa)"
"f08",1.156,"NV","G","S1/M1/PMd"
"f08",1.3,"NV","G","Cerebellum (Crus I)"
"f08",0.438,"NV","G","PMd"
"f08",0.7788,"NV","G","IPS/SPC"
"f09",0.4857,"NV","G","mIPS"
"f09",0.008741,"NV","G","Cerebellum (Crus I)"
"f09",0.3118,"NV","G","S1"
"f09",0.4966,"NV","G","aIPS"
"f09",0.3417,"NV","G","Cerebellum (I-IV)"
"f09",0.5635,"NV","G","PMv"
"f09",0.37,"NV","G","Cerebellum (VIIIb)"
"f09",0.2716,"NV","G","Cerebellum (Crus I/II)"
"f09",0.1592,"NV","G","Cerebellum (VIIIa)"
"f09",0.1763,"NV","G","Cerebellum (Crus I/II)"
"f09",1.579,"NV","G","Cerebellum (VIIIb)"
"f09",0.8061,"NV","G","S1"
"f09",1.068,"NV","G","POJ"
"f09",0.918,"NV","G","PMd"
"f09",0.9882,"NV","G","Cerebellum (VIIIa)"
"f09",1.929,"NV","G","S1/M1/PMd"
"f09",0.7366,"NV","G","Cerebellum (Crus I)"
"f09",0.4224,"NV","G","PMd"
"f09",0.836,"NV","G","IPS/SPC"
"f10",0.37,"NV","G","mIPS"
"f10",-0.2237,"NV","G","Cerebellum (Crus I)"
"f10",0.6821,"NV","G","S1"
"f10",0.5525,"NV","G","aIPS"
"f10",0.8536,"NV","G","Cerebellum (I-IV)"
"f10",0.8755,"NV","G","PMv"
"f10",0.5276,"NV","G","Cerebellum (VIIIb)"
"f10",0.3105,"NV","G","Cerebellum (Crus I/II)"
"f10",0.09142,"NV","G","Cerebellum (VIIIa)"
"f10",0.4873,"NV","G","Cerebellum (Crus I/II)"
"f10",1.943,"NV","G","Cerebellum (VIIIb)"
"f10",0.5623,"NV","G","S1"
"f10",0.9111,"NV","G","POJ"
"f10",0.3653,"NV","G","PMd"
"f10",0.7184,"NV","G","Cerebellum (VIIIa)"
"f10",1.51,"NV","G","S1/M1/PMd"
"f10",1.119,"NV","G","Cerebellum (Crus I)"
"f10",0.01648,"NV","G","PMd"
"f10",1.259,"NV","G","IPS/SPC"
"f11",0.4125,"NV","G","mIPS"
"f11",-0.4157,"NV","G","Cerebellum (Crus I)"
"f11",-0.0733,"NV","G","S1"
"f11",0.3116,"NV","G","aIPS"
"f11",0.4427,"NV","G","Cerebellum (I-IV)"
"f11",0.382,"NV","G","PMv"
"f11",0.04227,"NV","G","Cerebellum (VIIIb)"
"f11",-0.2308,"NV","G","Cerebellum (Crus I/II)"
"f11",-0.1346,"NV","G","Cerebellum (VIIIa)"
"f11",-0.5216,"NV","G","Cerebellum (Crus I/II)"
"f11",0.4851,"NV","G","Cerebellum (VIIIb)"
"f11",0.661,"NV","G","S1"
"f11",0.1918,"NV","G","POJ"
"f11",0.3359,"NV","G","PMd"
"f11",0.2947,"NV","G","Cerebellum (VIIIa)"
"f11",0.9832,"NV","G","S1/M1/PMd"
"f11",-0.104,"NV","G","Cerebellum (Crus I)"
"f11",-0.1066,"NV","G","PMd"
"f11",0.2193,"NV","G","IPS/SPC"
"f12",0.2802,"NV","G","mIPS"
"f12",-0.0852,"NV","G","Cerebellum (Crus I)"
"f12",0.6214,"NV","G","S1"
"f12",0.5315,"NV","G","aIPS"
"f12",0.4628,"NV","G","Cerebellum (I-IV)"
"f12",0.4211,"NV","G","PMv"
"f12",0.5232,"NV","G","Cerebellum (VIIIb)"
"f12",0.4838,"NV","G","Cerebellum (Crus I/II)"
"f12",0.2416,"NV","G","Cerebellum (VIIIa)"
"f12",0.01607,"NV","G","Cerebellum (Crus I/II)"
"f12",2.114,"NV","G","Cerebellum (VIIIb)"
"f12",0.7203,"NV","G","S1"
"f12",0.6568,"NV","G","POJ"
"f12",0.02682,"NV","G","PMd"
"f12",0.6037,"NV","G","Cerebellum (VIIIa)"
"f12",1.097,"NV","G","S1/M1/PMd"
"f12",1.008,"NV","G","Cerebellum (Crus I)"
"f12",0.2617,"NV","G","PMd"
"f12",0.6298,"NV","G","IPS/SPC"
"f13",0.2176,"NV","G","mIPS"
"f13",0.341,"NV","G","Cerebellum (Crus I)"
"f13",0.2519,"NV","G","S1"
"f13",0.3532,"NV","G","aIPS"
"f13",0.3787,"NV","G","Cerebellum (I-IV)"
"f13",0.3763,"NV","G","PMv"
"f13",0.4263,"NV","G","Cerebellum (VIIIb)"
"f13",0.4352,"NV","G","Cerebellum (Crus I/II)"
"f13",0.5795,"NV","G","Cerebellum (VIIIa)"
"f13",0.3842,"NV","G","Cerebellum (Crus I/II)"
"f13",2.838,"NV","G","Cerebellum (VIIIb)"
"f13",0.1191,"NV","G","S1"
"f13",0.4341,"NV","G","POJ"
"f13",0.1081,"NV","G","PMd"
"f13",1.131,"NV","G","Cerebellum (VIIIa)"
"f13",0.6487,"NV","G","S1/M1/PMd"
"f13",1.965,"NV","G","Cerebellum (Crus I)"
"f13",0.327,"NV","G","PMd"
"f13",0.9132,"NV","G","IPS/SPC"
"f14",0.3085,"NV","G","mIPS"
"f14",-0.05061,"NV","G","Cerebellum (Crus I)"
"f14",0.3219,"NV","G","S1"
"f14",0.4199,"NV","G","aIPS"
"f14",0.3976,"NV","G","Cerebellum (I-IV)"
"f14",0.481,"NV","G","PMv"
"f14",0.5897,"NV","G","Cerebellum (VIIIb)"
"f14",0.4085,"NV","G","Cerebellum (Crus I/II)"
"f14",0.3404,"NV","G","Cerebellum (VIIIa)"
"f14",0.1709,"NV","G","Cerebellum (Crus I/II)"
"f14",1.713,"NV","G","Cerebellum (VIIIb)"
"f14",0.7058,"NV","G","S1"
"f14",0.9288,"NV","G","POJ"
"f14",0.2716,"NV","G","PMd"
"f14",0.4614,"NV","G","Cerebellum (VIIIa)"
"f14",1.604,"NV","G","S1/M1/PMd"
"f14",1.492,"NV","G","Cerebellum (Crus I)"
"f14",0.341,"NV","G","PMd"
"f14",0.7442,"NV","G","IPS/SPC"
"f15",0.2221,"NV","G","mIPS"
"f15",-0.1419,"NV","G","Cerebellum (Crus I)"
"f15",0.3866,"NV","G","S1"
"f15",0.6829,"NV","G","aIPS"
"f15",0.3046,"NV","G","Cerebellum (I-IV)"
"f15",0.5267,"NV","G","PMv"
"f15",0.3057,"NV","G","Cerebellum (VIIIb)"
"f15",0.3469,"NV","G","Cerebellum (Crus I/II)"
"f15",0.4257,"NV","G","Cerebellum (VIIIa)"
"f15",0.05436,"NV","G","Cerebellum (Crus I/II)"
"f15",2.247,"NV","G","Cerebellum (VIIIb)"
"f15",0.5584,"NV","G","S1"
"f15",1.108,"NV","G","POJ"
"f15",0.6288,"NV","G","PMd"
"f15",0.9606,"NV","G","Cerebellum (VIIIa)"
"f15",0.9306,"NV","G","S1/M1/PMd"
"f15",2.063,"NV","G","Cerebellum (Crus I)"
"f15",0.2821,"NV","G","PMd"
"f15",0.7209,"NV","G","IPS/SPC"
"f16",0.08947,"NV","G","mIPS"
"f16",0.4534,"NV","G","Cerebellum (Crus I)"
"f16",-0.00415,"NV","G","S1"
"f16",0.1322,"NV","G","aIPS"
"f16",0.1239,"NV","G","Cerebellum (I-IV)"
"f16",-0.04365,"NV","G","PMv"
"f16",0.1717,"NV","G","Cerebellum (VIIIb)"
"f16",0.2956,"NV","G","Cerebellum (Crus I/II)"
"f16",-0.1235,"NV","G","Cerebellum (VIIIa)"
"f16",-0.2737,"NV","G","Cerebellum (Crus I/II)"
"f16",1.424,"NV","G","Cerebellum (VIIIb)"
"f16",0.2618,"NV","G","S1"
"f16",0.2003,"NV","G","POJ"
"f16",-0.1551,"NV","G","PMd"
"f16",1.51,"NV","G","Cerebellum (VIIIa)"
"f16",0.3753,"NV","G","S1/M1/PMd"
"f16",0.9303,"NV","G","Cerebellum (Crus I)"
"f16",-0.2319,"NV","G","PMd"
"f16",0.1884,"NV","G","IPS/SPC"
"f17",0.2061,"NV","G","mIPS"
"f17",0.1407,"NV","G","Cerebellum (Crus I)"
"f17",0.1492,"NV","G","S1"
"f17",0.2955,"NV","G","aIPS"
"f17",0.2668,"NV","G","Cerebellum (I-IV)"
"f17",0.3259,"NV","G","PMv"
"f17",0.4359,"NV","G","Cerebellum (VIIIb)"
"f17",0.5416,"NV","G","Cerebellum (Crus I/II)"
"f17",0.2267,"NV","G","Cerebellum (VIIIa)"
"f17",0.2266,"NV","G","Cerebellum (Crus I/II)"
"f17",2.266,"NV","G","Cerebellum (VIIIb)"
"f17",0.4656,"NV","G","S1"
"f17",0.5524,"NV","G","POJ"
"f17",-0.02958,"NV","G","PMd"
"f17",1.472,"NV","G","Cerebellum (VIIIa)"
"f17",1.35,"NV","G","S1/M1/PMd"
"f17",1.346,"NV","G","Cerebellum (Crus I)"
"f17",-0.004255,"NV","G","PMd"
"f17",0.6453,"NV","G","IPS/SPC"
"f18",0.2611,"NV","G","mIPS"
"f18",0.06714,"NV","G","Cerebellum (Crus I)"
"f18",0.2143,"NV","G","S1"
"f18",0.4382,"NV","G","aIPS"
"f18",0.4438,"NV","G","Cerebellum (I-IV)"
"f18",0.7508,"NV","G","PMv"
"f18",0.3294,"NV","G","Cerebellum (VIIIb)"
"f18",0.4679,"NV","G","Cerebellum (Crus I/II)"
"f18",0.2817,"NV","G","Cerebellum (VIIIa)"
"f18",0.2353,"NV","G","Cerebellum (Crus I/II)"
"f18",1.265,"NV","G","Cerebellum (VIIIb)"
"f18",0.4685,"NV","G","S1"
"f18",1.249,"NV","G","POJ"
"f18",0.2156,"NV","G","PMd"
"f18",1.026,"NV","G","Cerebellum (VIIIa)"
"f18",1.089,"NV","G","S1/M1/PMd"
"f18",0.9399,"NV","G","Cerebellum (Crus I)"
"f18",0.2604,"NV","G","PMd"
"f18",0.805,"NV","G","IPS/SPC"
"f19",0.02187,"NV","G","mIPS"
"f19",-0.2332,"NV","G","Cerebellum (Crus I)"
"f19",0.09913,"NV","G","S1"
"f19",0.4637,"NV","G","aIPS"
"f19",0.3288,"NV","G","Cerebellum (I-IV)"
"f19",0.2414,"NV","G","PMv"
"f19",0.1012,"NV","G","Cerebellum (VIIIb)"
"f19",0.3451,"NV","G","Cerebellum (Crus I/II)"
"f19",0.1141,"NV","G","Cerebellum (VIIIa)"
"f19",-0.138,"NV","G","Cerebellum (Crus I/II)"
"f19",1.108,"NV","G","Cerebellum (VIIIb)"
"f19",0.4554,"NV","G","S1"
"f19",0.09896,"NV","G","POJ"
"f19",0.1826,"NV","G","PMd"
"f19",0.3735,"NV","G","Cerebellum (VIIIa)"
"f19",0.8143,"NV","G","S1/M1/PMd"
"f19",0.9009,"NV","G","Cerebellum (Crus I)"
"f19",-0.01117,"NV","G","PMd"
"f19",0.3128,"NV","G","IPS/SPC"
"f20",0.3066,"NV","G","mIPS"
"f20",-0.04884,"NV","G","Cerebellum (Crus I)"
"f20",0.3066,"NV","G","S1"
"f20",0.3529,"NV","G","aIPS"
"f20",0.5507,"NV","G","Cerebellum (I-IV)"
"f20",0.3197,"NV","G","PMv"
"f20",0.3659,"NV","G","Cerebellum (VIIIb)"
"f20",0.5514,"NV","G","Cerebellum (Crus I/II)"
"f20",0.921,"NV","G","Cerebellum (VIIIa)"
"f20",-0.05298,"NV","G","Cerebellum (Crus I/II)"
"f20",1.367,"NV","G","Cerebellum (VIIIb)"
"f20",0.4666,"NV","G","S1"
"f20",0.8137,"NV","G","POJ"
"f20",0.2338,"NV","G","PMd"
"f20",0.9123,"NV","G","Cerebellum (VIIIa)"
"f20",0.4738,"NV","G","S1/M1/PMd"
"f20",1.394,"NV","G","Cerebellum (Crus I)"
"f20",0.3998,"NV","G","PMd"
"f20",0.4368,"NV","G","IPS/SPC"
"f21",0.04453,"NV","G","mIPS"
"f21",-0.4783,"NV","G","Cerebellum (Crus I)"
"f21",1.431,"NV","G","S1"
"f21",0.6754,"NV","G","aIPS"
"f21",1.117,"NV","G","Cerebellum (I-IV)"
"f21",0.5547,"NV","G","PMv"
"f21",0.535,"NV","G","Cerebellum (VIIIb)"
"f21",0.2628,"NV","G","Cerebellum (Crus I/II)"
"f21",-0.1042,"NV","G","Cerebellum (VIIIa)"
"f21",0.2239,"NV","G","Cerebellum (Crus I/II)"
"f21",1.862,"NV","G","Cerebellum (VIIIb)"
"f21",1.088,"NV","G","S1"
"f21",0.6938,"NV","G","POJ"
"f21",0.2059,"NV","G","PMd"
"f21",1.017,"NV","G","Cerebellum (VIIIa)"
"f21",1.057,"NV","G","S1/M1/PMd"
"f21",1.351,"NV","G","Cerebellum (Crus I)"
"f21",0.03217,"NV","G","PMd"
"f21",0.6909,"NV","G","IPS/SPC"
"f01",0.3383,"NV","T","mIPS"
"f01",0.5072,"NV","T","Cerebellum (Crus I)"
"f01",0.9186,"NV","T","S1"
"f01",0.711,"NV","T","aIPS"
"f01",0.7638,"NV","T","Cerebellum (I-IV)"
"f01",0.7975,"NV","T","PMv"
"f01",0.6918,"NV","T","Cerebellum (VIIIb)"
"f01",0.7517,"NV","T","Cerebellum (Crus I/II)"
"f01",0.6694,"NV","T","Cerebellum (VIIIa)"
"f01",0.8415,"NV","T","Cerebellum (Crus I/II)"
"f01",0.9427,"NV","T","Cerebellum (VIIIb)"
"f01",1.042,"NV","T","S1"
"f01",0.5971,"NV","T","POJ"
"f01",0.4621,"NV","T","PMd"
"f01",1.097,"NV","T","Cerebellum (VIIIa)"
"f01",1.45,"NV","T","S1/M1/PMd"
"f01",1.152,"NV","T","Cerebellum (Crus I)"
"f01",0.7986,"NV","T","PMd"
"f01",0.7212,"NV","T","IPS/SPC"
"f02",0.4001,"NV","T","mIPS"
"f02",-0.2245,"NV","T","Cerebellum (Crus I)"
"f02",0.206,"NV","T","S1"
"f02",0.5198,"NV","T","aIPS"
"f02",0.4571,"NV","T","Cerebellum (I-IV)"
"f02",0.6152,"NV","T","PMv"
"f02",0.2688,"NV","T","Cerebellum (VIIIb)"
"f02",0.386,"NV","T","Cerebellum (Crus I/II)"
"f02",0.3703,"NV","T","Cerebellum (VIIIa)"
"f02",0.2411,"NV","T","Cerebellum (Crus I/II)"
"f02",1.173,"NV","T","Cerebellum (VIIIb)"
"f02",0.628,"NV","T","S1"
"f02",0.5039,"NV","T","POJ"
"f02",0.554,"NV","T","PMd"
"f02",0.5217,"NV","T","Cerebellum (VIIIa)"
"f02",1.091,"NV","T","S1/M1/PMd"
"f02",0.8282,"NV","T","Cerebellum (Crus I)"
"f02",0.407,"NV","T","PMd"
"f02",0.8072,"NV","T","IPS/SPC"
"f03",0.2586,"NV","T","mIPS"
"f03",-0.001277,"NV","T","Cerebellum (Crus I)"
"f03",0.7881,"NV","T","S1"
"f03",0.3774,"NV","T","aIPS"
"f03",0.06001,"NV","T","Cerebellum (I-IV)"
"f03",0.4362,"NV","T","PMv"
"f03",-0.1196,"NV","T","Cerebellum (VIIIb)"
"f03",0.1801,"NV","T","Cerebellum (Crus I/II)"
"f03",0.07707,"NV","T","Cerebellum (VIIIa)"
"f03",-0.007032,"NV","T","Cerebellum (Crus I/II)"
"f03",0.7342,"NV","T","Cerebellum (VIIIb)"
"f03",0.326,"NV","T","S1"
"f03",0.2514,"NV","T","POJ"
"f03",0.03514,"NV","T","PMd"
"f03",0.5339,"NV","T","Cerebellum (VIIIa)"
"f03",0.5875,"NV","T","S1/M1/PMd"
"f03",0.7034,"NV","T","Cerebellum (Crus I)"
"f03",0.1097,"NV","T","PMd"
"f03",0.1527,"NV","T","IPS/SPC"
"f04",0.1203,"NV","T","mIPS"
"f04",-0.1376,"NV","T","Cerebellum (Crus I)"
"f04",0.9497,"NV","T","S1"
"f04",0.991,"NV","T","aIPS"
"f04",0.3428,"NV","T","Cerebellum (I-IV)"
"f04",-0.1318,"NV","T","PMv"
"f04",0.733,"NV","T","Cerebellum (VIIIb)"
"f04",0.5209,"NV","T","Cerebellum (Crus I/II)"
"f04",0.4873,"NV","T","Cerebellum (VIIIa)"
"f04",0.5022,"NV","T","Cerebellum (Crus I/II)"
"f04",1.18,"NV","T","Cerebellum (VIIIb)"
"f04",0.7174,"NV","T","S1"
"f04",0.4829,"NV","T","POJ"
"f04",-0.218,"NV","T","PMd"
"f04",0.6678,"NV","T","Cerebellum (VIIIa)"
"f04",0.8033,"NV","T","S1/M1/PMd"
"f04",0.2415,"NV","T","Cerebellum (Crus I)"
"f04",-0.01152,"NV","T","PMd"
"f04",0.4174,"NV","T","IPS/SPC"
"f05",-0.03857,"NV","T","mIPS"
"f05",-0.1472,"NV","T","Cerebellum (Crus I)"
"f05",0.02754,"NV","T","S1"
"f05",0.1353,"NV","T","aIPS"
"f05",0.4377,"NV","T","Cerebellum (I-IV)"
"f05",0.2214,"NV","T","PMv"
"f05",0.3537,"NV","T","Cerebellum (VIIIb)"
"f05",0.3893,"NV","T","Cerebellum (Crus I/II)"
"f05",0.1256,"NV","T","Cerebellum (VIIIa)"
"f05",-0.06352,"NV","T","Cerebellum (Crus I/II)"
"f05",1.536,"NV","T","Cerebellum (VIIIb)"
"f05",0.06205,"NV","T","S1"
"f05",0.3008,"NV","T","POJ"
"f05",0.3596,"NV","T","PMd"
"f05",0.3218,"NV","T","Cerebellum (VIIIa)"
"f05",0.7084,"NV","T","S1/M1/PMd"
"f05",0.5996,"NV","T","Cerebellum (Crus I)"
"f05",-0.005378,"NV","T","PMd"
"f05",0.2293,"NV","T","IPS/SPC"
"f07",0.1861,"NV","T","mIPS"
"f07",0.07277,"NV","T","Cerebellum (Crus I)"
"f07",0.2737,"NV","T","S1"
"f07",0.3347,"NV","T","aIPS"
"f07",0.4119,"NV","T","Cerebellum (I-IV)"
"f07",0.5874,"NV","T","PMv"
"f07",0.345,"NV","T","Cerebellum (VIIIb)"
"f07",0.2185,"NV","T","Cerebellum (Crus I/II)"
"f07",0.4068,"NV","T","Cerebellum (VIIIa)"
"f07",0.1354,"NV","T","Cerebellum (Crus I/II)"
"f07",1.733,"NV","T","Cerebellum (VIIIb)"
"f07",0.5972,"NV","T","S1"
"f07",0.1926,"NV","T","POJ"
